Category,Resume
Technology,"Education: Bachelor's in Computer Science Experience: 5 years Skills: Project Management, Compliance, DevOps, Scikit-learn, Security, C++, CI/CD, Container Security Bachelor's in Computer Science Project Management|Compliance|DevOps|Scikit-learn|Security|C++|CI/CD|Container Security|Linux|Mentoring DevSecOps Engineer"
Arts & Culture,"Education: Museum Studies Experience: 3 years Skills: Exhibition Design, Communication, SQL, Project Management, Data Analysis, Business Acumen, Problem Solving, Creativity Museum Studies Exhibition Design|Communication|SQL|Project Management|Data Analysis|Business Acumen|Problem Solving|Creativity|Technical Skills Exhibition Designer"
Technology,"Education: Bachelor's in Computer Science Experience: 3 years Skills: AWS, Flask, Linux, Angular, Scripting, Adobe Creative Suite, Kubernetes, Sales Bachelor's in Computer Science AWS|Flask|Linux|Angular|Scripting|Adobe Creative Suite|Kubernetes|Sales|Docker|CI/CD DevOps Engineer"
Data & Analytics,"Education: Bachelor's in IT Experience: 4 years Skills: Mentoring, ETL, Data Integration, Power BI, Mobile UI/UX, Java, Talend, Data Quality Bachelor's in IT Mentoring|ETL|Data Integration|Power BI|Mobile UI/UX|Java|Talend|Data Quality|SQL Talend Developer"
Hospitality & Food Service,"Education: Bartending Certification Experience: 2 years Skills: Bartending, Angular, Agile, Communication, Team Work, Memory, Scikit-learn, Negotiation Bartending Certification Bartending|Angular|Agile|Communication|Team Work|Memory|Scikit-learn|Negotiation|Customer Service|Problem Solving Bartender"
Data & Analytics,"Education: Bachelor's in Business Experience: 3 years Skills: Excel, Firewalls, NumPy, Rust, Budget Management, Presentation Skills, Stakeholder Communication, Requirements Gathering Bachelor's in Business Excel|Firewalls|NumPy|Rust|Budget Management|Presentation Skills|Stakeholder Communication|Requirements Gathering|Process Improvement|Documentation|SQL Business Analyst"
Technology,"Education: Salesforce Admin Certification Experience: 1 years Skills: Database Design, Administration, Encryption, Data Management, Salesforce, Configuration, User Management, Support Salesforce Admin Certification Database Design|Administration|Encryption|Data Management|Salesforce|Configuration|User Management|Support Salesforce Administrator"
Technology,"Education: Bachelor's in Computer Science Experience: 1 years Skills: Streaming, Distributed Systems, Event Processing, Flask, Angular, Kotlin, Mobile UI/UX, Scalability Bachelor's in Computer Science Streaming|Distributed Systems|Event Processing|Flask|Angular|Kotlin|Mobile UI/UX|Scalability|Apache Kafka|Problem Solving|Strategic Planning Kafka Developer"
Skilled Trades,"Education: Trade School Experience: 1 years Skills: CNC Machines, Project Management, Problem Solving, Precision, Attention to Detail, Technical Knowledge, CI/CD, Safety Trade School CNC Machines|Project Management|Problem Solving|Precision|Attention to Detail|Technical Knowledge|CI/CD|Safety CNC Machinist"
Technology,"Education: Bachelor's in Computer Science Experience: 4 years Skills: Query Optimization, Go, Concurrency, API Development, Problem Solving, Strategic Planning, Microservices, Docker Bachelor's in Computer Science Query Optimization|Go|Concurrency|API Development|Problem Solving|Strategic Planning|Microservices|Docker Go Developer"
Technology,"Education: Bachelor's in Computer Science Experience: 8 years Skills: Python, Shell Scripting, AWS, Flutter, GCP, Azure, Networking, System Design Bachelor's in Computer Science Python|Shell Scripting|AWS|Flutter|GCP|Azure|Networking|System Design|Creativity|REST API|Security Cloud Architect"
Technology,"Education: Bachelor's in IT Experience: 1 years Skills: Troubleshooting, REST API, Security, Linux, Active Directory, Windows Server, Pandas, Jira Bachelor's in IT Troubleshooting|REST API|Security|Linux|Active Directory|Windows Server|Pandas|Jira|Networking|Ansible Systems Administrator"
Data & Analytics,"Education: Bachelor's in IT Experience: 0 years Skills: DAX, Data Visualization, SQL, Deep Learning, Rust, Dashboard Development, Excel, Django Bachelor's in IT DAX|Data Visualization|SQL|Deep Learning|Rust|Dashboard Development|Excel|Django|Power BI|Database Design Power BI Developer"
Creative & Design,"Education: Design Certification Experience: 1 years Skills: Attention to Detail, CloudFormation, Mentoring, Branding, Design Software, Go, Visual Communication, Creativity Design Certification Attention to Detail|CloudFormation|Mentoring|Branding|Design Software|Go|Visual Communication|Creativity|Adobe Creative Suite|Web Accessibility|Shell Scripting Graphic Designer"
Creative & Design,"Education: UI Certification Experience: 4 years Skills: Figma, Rust, Scikit-learn, Flutter, Creativity, Prototyping Tools, Design Systems, App Testing UI Certification Figma|Rust|Scikit-learn|Flutter|Creativity|Prototyping Tools|Design Systems|App Testing|Visual Design|UI Principles UI Designer"
Technology,"Education: Oracle Certification Experience: 5 years Skills: Negotiation, Sales, Security, SQL, Database Administration, Backup Recovery, Oracle Database, Performance Tuning Oracle Certification Negotiation|Sales|Security|SQL|Database Administration|Backup Recovery|Oracle Database|Performance Tuning|HTML Oracle DBA"
Technology,"Education: Bachelor's in Computer Science Experience: 7 years Skills: Problem Solving, Cassandra, Mentoring, User Experience, Agile, Leadership, Negotiation, Code Review Bachelor's in Computer Science Problem Solving|Cassandra|Mentoring|User Experience|Agile|Leadership|Negotiation|Code Review|Architecture|Communication Technical Lead"
Retail & Hospitality,"Education: High School Experience: 1 years Skills: Business Acumen, GraphQL, Staff Management, Problem Solving, Perl, Customer Relations, Sales, Inventory High School Business Acumen|GraphQL|Staff Management|Problem Solving|Perl|Customer Relations|Sales|Inventory|Store Management Store Manager"
Human Resources,"Education: MBA Experience: 10 years Skills: Security Protocols, Flutter, Vision Setting, Organizational Development, Executive Communication, Node.js, Strategic Leadership, React Native MBA Security Protocols|Flutter|Vision Setting|Organizational Development|Executive Communication|Node.js|Strategic Leadership|React Native|Culture Building|Change Management Chief People Officer"
Healthcare,"Education: PT License Experience: 2 years Skills: Anatomy Knowledge, Exercise Prescription, Go, GraphQL, Flutter, Physical Therapy, Communication, Terraform PT License Anatomy Knowledge|Exercise Prescription|Go|GraphQL|Flutter|Physical Therapy|Communication|Terraform|Compassion|Patient Assessment|Presentation Skills Physical Therapist"
Transportation,"Education: Crane Certification Experience: 2 years Skills: Attention to Detail, Safety, Network Security, Precision, Crane Operation, Python, Communication, Problem Solving Crane Certification Attention to Detail|Safety|Network Security|Precision|Crane Operation|Python|Communication|Problem Solving Crane Operator"
Marketing & Sales,"Education: Bachelor's in Marketing Experience: 4 years Skills: JavaScript, Analytics, Marketing, Market Research, Security Protocols, Messaging, Product Strategy, Confluence Bachelor's in Marketing JavaScript|Analytics|Marketing|Market Research|Security Protocols|Messaging|Product Strategy|Confluence|Campaign Management|Positioning Product Marketing Manager"
Science & Research,"Education: Bachelor's in Geology Experience: 2 years Skills: Adobe Creative Suite, Sales, Field Work, Research, Redis, Problem Solving, Geology, Technical Knowledge Bachelor's in Geology Adobe Creative Suite|Sales|Field Work|Research|Redis|Problem Solving|Geology|Technical Knowledge|Analysis Geologist"
Technology,"Education: Bachelor's in Computer Science Experience: 4 years Skills: Apache Spark, Problem Solving, Redis, Sales, Functional Programming, Big Data, Scala, SQL Bachelor's in Computer Science Apache Spark|Problem Solving|Redis|Sales|Functional Programming|Big Data|Scala|SQL|TypeScript Scala Developer"
Engineering & Manufacturing,"Education: Bachelor's in Aerospace Engineering Experience: 1 years Skills: Design, Physics, MATLAB, Node.js, Machine Learning, Aerodynamics, Structural Analysis, Figma Bachelor's in Aerospace Engineering Design|Physics|MATLAB|Node.js|Machine Learning|Aerodynamics|Structural Analysis|Figma|Strategic Planning|Rust|CAD Aerospace Engineer"
Media Production,"Education: Certification Experience: 2 years Skills: Leadership, AWS, Editing, Scikit-learn, Video Shooting, Lighting, Creativity, Technical Skills Certification Leadership|AWS|Editing|Scikit-learn|Video Shooting|Lighting|Creativity|Technical Skills|Storytelling Videographer"
Creative & Design,"Education: Bachelor's in Design Experience: 0 years Skills: Web Design, HTML/CSS, Vue.js, User Experience, Responsive Design, Negotiation, Adaptability, C++ Bachelor's in Design Web Design|HTML/CSS|Vue.js|User Experience|Responsive Design|Negotiation|Adaptability|C++|Design Tools|Prototyping|Creativity Web Designer"
Entertainment & Media,"Education: Certification Experience: 0 years Skills: Market Research, Precision, HTML, Problem Solving, Equipment Knowledge, Mobile UI/UX, Technical Skills, Sound Design Certification Market Research|Precision|HTML|Problem Solving|Equipment Knowledge|Mobile UI/UX|Technical Skills|Sound Design|Audio Engineering Sound Engineer"
Technology,"Education: Bachelor's in Computer Science Experience: 5 years Skills: Elasticsearch, NumPy, Project Management, Kibana, Serverless, Web Accessibility, Risk Assessment, Performance Bachelor's in Computer Science Elasticsearch|NumPy|Project Management|Kibana|Serverless|Web Accessibility|Risk Assessment|Performance|Query DSL|Analytics|Search Technology Elasticsearch Developer"
Engineering & Manufacturing,"Education: Bachelor's in Civil Engineering Experience: 5 years Skills: Structural Analysis, Materials, Data Analysis, Building Codes, Azure, Calculations, Design, CAD Bachelor's in Civil Engineering Structural Analysis|Materials|Data Analysis|Building Codes|Azure|Calculations|Design|CAD|Sales|AWS Structural Engineer"
Healthcare,"Education: Doctor of Pharmacy Experience: 4 years Skills: Pharmacy Knowledge, Penetration Testing, Drug Interactions, Communication, Attention to Detail, Swift, Patient Counseling, Accuracy Doctor of Pharmacy Pharmacy Knowledge|Penetration Testing|Drug Interactions|Communication|Attention to Detail|Swift|Patient Counseling|Accuracy Pharmacist"
Marketing & Sales,"Education: Bachelor's in Marketing Experience: 3 years Skills: CSS, Copywriting, Community Management, Analytics, Content Creation, Prototyping, Platform Knowledge, Social Media Strategy Bachelor's in Marketing CSS|Copywriting|Community Management|Analytics|Content Creation|Prototyping|Platform Knowledge|Social Media Strategy|Time Management Social Media Manager"
Technology,"Education: Bachelor's in Cybersecurity Experience: 3 years Skills: Encryption, Networking, Penetration Testing, Firewalls, Risk Analysis, Security Protocols, Adaptability, Python Bachelor's in Cybersecurity Encryption|Networking|Penetration Testing|Firewalls|Risk Analysis|Security Protocols|Adaptability|Python Cybersecurity Specialist"
Veterinary,"Education: Doctor of Veterinary Medicine Experience: 3 years Skills: Problem Solving, Diagnosis, CloudFormation, Communication, Veterinary Medicine, Project Management, Compassion, Animal Care Doctor of Veterinary Medicine Problem Solving|Diagnosis|CloudFormation|Communication|Veterinary Medicine|Project Management|Compassion|Animal Care Veterinarian"
Technology,"Education: Bachelor's in Computer Science Experience: 2 years Skills: NoSQL, Scalability, CQL, GraphQL, HTML, Figma, Distributed Systems, Performance Bachelor's in Computer Science NoSQL|Scalability|CQL|GraphQL|HTML|Figma|Distributed Systems|Performance|Cassandra Cassandra Developer"
Energy & Utilities,"Education: Safety Certification Experience: 2 years Skills: Problem Solving, Perl, Responsive Design, Risk Assessment, Communication, Regulatory Knowledge, Leadership, Safety Management Safety Certification Problem Solving|Perl|Responsive Design|Risk Assessment|Communication|Regulatory Knowledge|Leadership|Safety Management Safety Engineer"
